word,language
tutusa,Samoan
dal,Dutch
ويره,Pashto
kema,Uzbek
பொருள்,Tamil
rhiant,Welsh
öğrenmek,Turkish
zasažen,Czech
ចិញ្ចៀន,Khmer
cukup,Indonesian
作物,Japanese
pusitivamenti,Corsican
ചരിത്രം,Malayalam
басқарма,Kazakh
هي,Arabic
செய்து,Tamil
ট্রিপ,Bengali
ui,Maori
вміння,Ukrainian
повдигане,Bulgarian
самотен,Bulgarian
menuju,Indonesian
regel,Dutch
ar,Irish
slave,Bosnian
passe,Danish
m’kalasi,Chichewa
fùria,Corsican
سج,Sindhi
ite,Maori
горе,Cebuano
ప్రధాన,Telugu
grandi,Haitian
aumai,Samoan
muda,Swahili
וואָלט,Yiddish
ဖြတ်.,Myanmar
aon,Irish
cnoc,Irish
אם,Hebrew
الوقوف,Arabic
horloazje,Frisian
mérföld,Hungarian
decir,Spanish
жұмсақ,Kazakh
laat,Afrikaans
пасти,Serbian
pagal,Lithuanian
насупраць,Belarusian
ചോദ്യം,Malayalam
lenta,Lithuanian
қозғалыс,Kazakh
afdeling,Afrikaans
svara,Swedish
Lone,Icelandic
mal,Kurdish
ក,Khmer
سندس,Sindhi
den,Irish
ක්රීඞා,Sinhala
ψηλός,Greek
sådan,Danish
जब,Hindi
like,Hawaiian
лети,Bulgarian
heller,Norwegian
saman,Icelandic
s,Slovenian
plam,Hmong
fè,Haitian
Брзо,Serbian
master,Basque
дайын,Kazakh
jalg,Estonian
байх,Mongolian
თითოეული,Georgian
jimmaġina,Maltese
perlawanan,Malaysian
día,Spanish
sàbhail,Scots
ಕೇಳಿದ,Kannada
шоҳ,Tajik
uku,Hausa
စာလုံးပေါင်း,Myanmar
virum,Luxembourgish
цаг,Mongolian
reegel,Estonian
frø,Danish
მეთოდი,Georgian
viis,Estonian
kotteng,Luxembourgish
чап,Tajik
спаси,Macedonian
ない,Japanese
అయస్కాంతం,Telugu
پٿريلي,Sindhi
kusurwa,Hausa
слідувати,Ukrainian
celina,Slovenian
lekholong,Sesotho
ако,Cebuano
kasutamise,Estonian
основен,Cebuano
rest,English
sretan,Bosnian
които,Cebuano
làm,Vietnamese
ఆకాశంలో,Telugu
сюрпрыз,Belarusian
காலம்,Tamil
бевосита,Tajik
ホット,Japanese
nótt,Icelandic
sadrže,Croatian
é,Galician
пальто,Russian
доштан,Tajik
สิบ,Thai
mövqeyi,Azerbaijani
trinkaĵon,Esperanto
ûnderfining,Frisian
phút,Vietnamese
مساوي,Pashto
تجارت,Persian
以后,Chinese
visok,Bosnian
百,Japanese
място,Cebuano
fraction,English
kont,Haitian
ベッド,Japanese
десять,Russian
sesē,Samoan
сын,Belarusian
ນັ່ງ,Lao
commercia,Latin
د,Pashto
apta,Latin
שטופּן,Yiddish
at,Turkish
pūnaha,Maori
pjuttost,Maltese
skønhed,Danish
elfu,Swahili
сындырды,Kyrgyz
قصير,Arabic
fearainn,Scots
పడవ,Telugu
சூடான,Tamil
fjende,Danish
tshuab,Hmong
rope,Slovenian
prekyba,Lithuanian
"cucurrit,",Latin
сунуш,Kyrgyz
還是,Chinese
แพทย์,Thai
caij,Hmong
svojstvo,Croatian
huma,Maltese
þú,Icelandic
ತಲೆ,Kannada
gwybod,Welsh
പകരം,Malayalam
původní,Czech
flor,Galician
або,Ukrainian
بھاری,Urdu
inşa,Turkish
anaswa,Chichewa
שלהם,Hebrew
posisie,Afrikaans
סעיף,Hebrew
tháng,Vietnamese
kärlek,Swedish
vyhľadať,Slovak
পাখি,Bengali
pm,Lithuanian
menonton,Indonesian
malam,Indonesian
మాప్,Telugu
woede,Dutch
litatra,Malagasy
marina,Corsican
n’ebe,Igbo
פרילינג,Yiddish
aquí,Catalan
tidak,Malaysian
vigumu,Swahili
ailadrodd,Welsh
скло,Ukrainian
特定の,Japanese
pansi,Chichewa
Егер,Kazakh
พื้นที่,Thai
మార్గం,Telugu
ເດັກ,Lao
sebakeng,Sesotho
puru,Maori
에,Korean
znamenalo,Czech
kelionė,Lithuanian
és,Hungarian
awon,Sundanese
inyabutatu,Kinyarwanda
اهم,Sindhi
tausaga,Samoan
еден,Kazakh
oed,Welsh
cola,Galician
ziemlich,German
iliwa,Xhosa
خبرتیا,Pashto
slua,Irish
esperar,Spanish
watu,Javanese
seòmar,Scots
sonorilo,Esperanto
그,Korean
فٹ,Urdu
planeta,Basque
מענטש,Yiddish
feira,Portuguese
हम,Hindi
ગયા,Gujarati
vuosi,Finnish
hofu,Swahili
ထိုကဲ့သို့သော,Myanmar
kaulas,Lithuanian
ریاست,Urdu
bulan,Sundanese
bojo,Javanese
lục,Vietnamese
khahlanong,Sesotho
ທີ່ນີ້,Lao
company,Hausa
offer,Latin
adoh,Javanese
cielo,Spanish
Hunt,Filipino
bun,Romanian
جہاں,Urdu
vakadaro,Shona
το,Greek
m,Haitian
सधैं,Nepali
நாள்,Tamil
ראשי,Hebrew
posição,Portuguese
بتانا,Urdu
বন্ধ,Bengali
રાજ્ય,Gujarati
post,Zulu
مرگ,Persian
nur,German
taolana,Malagasy
fitarainana,Malagasy
car,Hausa
skole,Norwegian
син,Bulgarian
feagai,Samoan
rama,Javanese
menaka,Malagasy
دشمن,Urdu
japan,Zulu
сделано,Russian
nighe,Scots
ਪਤਨੀ,Punjabi
mümkün,Azerbaijani
jartaa,Somali
paş,Kurdish
"admiramini,",Latin
hikoya,Uzbek
підключення,Ukrainian
instrumen,Malaysian
paar,Afrikaans
энэ,Mongolian
ko,Yoruba
tangohia,Maori
nio,Swedish
sezono,Esperanto
Сарпӯши,Tajik
pedza,Shona
ngiwa,Javanese
கை,Tamil
ການຂົນສົ່ງ,Lao
капитан,Kyrgyz
ಮ್ಯಾಗ್ನೆಟ್,Kannada
umlilo,Xhosa
אולי,Hebrew
plangen,Luxembourgish
isipiliyoni,Zulu
"causa,",Latin
kaj,Esperanto
võiks,Estonian
əlavə,Azerbaijani
moku,Hawaiian
өрдөк,Kyrgyz
ការិយាល័,Khmer
ธรรมดา,Thai
inkosikazi,Xhosa
øy,Norwegian
dangos,Welsh
ექიმი,Georgian
పరిమాణం,Telugu
höra,Swedish
o’lim,Uzbek
mana,Hawaiian
Zeit,German
alto,Spanish
ka,Hausa
бірнеше,Kazakh
cinga,Zulu
pjuttost,Maltese
rész,Hungarian
Baumwolle,German
isixhobo,Xhosa
muli,Filipino
sjen,Frisian
مناسب,Pashto
過ごす,Japanese
baadhi,Swahili
തൊപ്പി,Malayalam
souwuel,Luxembourgish
უბრალოდ,Georgian
peeji,Igbo
uthenga,Chichewa
நபர்,Tamil
canji,Hausa
รถไฟ,Thai
nužudyti,Lithuanian
ők,Hungarian
동일,Korean
te,Maori
jin,Kurdish
уво,Macedonian
ceļot,Latvian
stoljeća,Croatian
മുന്പ്,Malayalam
இழுக்க,Tamil
발견,Korean
haul,Welsh
oh,Somali
minúta,Slovak
don,Hausa
节,Chinese
sote,Haitian
страх,Belarusian
гармӣ,Tajik
can,Turkish
iji,Igbo
pilvi,Finnish
ఉచిత,Telugu
pokok,Malaysian
wâld,Frisian
sorra,Catalan
Gebiss,German
mladi,Bosnian
hodnota,Slovak
talvi,Finnish
سهار,Pashto
anayamba,Chichewa
ntxuav,Hmong
pistola,Basque
hajó,Hungarian
ավելի,Armenian
tennur,Icelandic
nzira,Shona
bankas,Lithuanian
အစာ,Myanmar
menino,Portuguese
isaga,Somali
gå,Norwegian
kite,Maori
اختراع,Arabic
trè,Haitian
harshe,Hausa
suga,Yoruba
pili,Swahili
វិទ្យាសាស្រ្ត,Khmer
mola,Sesotho
շրջան,Armenian
Jahrhundert,German
యుద్ధం,Telugu
samostalnik,Slovenian
изпрати,Cebuano
Imoto,Zulu
gul,Norwegian
málsgrein,Icelandic
pwodwi,Haitian
mababa,Filipino
ekri,Haitian
तो,Hindi
bhí,Irish
кадом,Tajik
poucos,Portuguese
qet,Kurdish
ფართო,Georgian
autuditirminazzioni,Corsican
สตริง,Thai
შეეხოთ,Georgian
klaar,Dutch
фактор,Russian
bak,Icelandic
janhuka,Shona
dizajn,Albanian
bhendi,Shona
sêft,Frisian
доп,Kazakh
loft,Icelandic
Slažete,Croatian
אינזל,Yiddish
ના,Gujarati
ແຖບ,Lao
비용,Korean
vrugte,Afrikaans
spārnu,Latvian
phuleng,Sesotho
kumplit,Sundanese
bżonn,Maltese
raon,Scots
hoditra,Malagasy
digitus,Latin
камтылган,Kyrgyz
denti,Italian
कॉपी,Marathi
edge,Bosnian
oui,French
wäitleefegen,Luxembourgish
symboal,Frisian
പ്രധാന,Malayalam
rychlost,Czech
رڙيون,Sindhi
begon,Dutch
ഭിന്നത,Malayalam
ọnụ,Igbo
карта,Ukrainian
mtsikana,Chichewa
кӯдакон,Tajik
ole,Igbo
sağlamak,Turkish
buch,Luxembourgish
болуу,Kyrgyz
ٹرک,Urdu
abe,Zulu
байсан,Mongolian
განმეორებითი,Georgian
ọsọ,Igbo
പിടിക്കുക,Malayalam
בוקר,Hebrew
luna,Hawaiian
valo,Esperanto
laugh,Bosnian
donn,Irish
பணி,Tamil
개월,Korean
بادل,Urdu
caldo,Italian
millor,Catalan
rocha,Galician
manger,French
місце,Ukrainian
ڪڏهن,Sindhi
estinteco,Esperanto
павінен,Belarusian
nauðsynlegt,Icelandic
cag,Hmong
blue,Basque
hvort,Icelandic
whakapau,Maori
perjalanan,Sundanese
জন্য,Bengali
škole,Bosnian
ट्रक,Nepali
malaki,Filipino
mereka,Indonesian
opptatt,Norwegian
izvod,Slovenian
prijatelj,Bosnian
tömeg,Hungarian
print,Hausa
ក្នុងចំណោម,Khmer
တောင်,Myanmar
આવતા,Gujarati
matua,Samoan
itxaron,Basque
ඉක්මනින්,Sinhala
এই,Bengali
تکل,Pashto
Valjda,Bosnian
פאַרפאַלן,Yiddish
δοκιμάστε,Greek
complete,English
فارم,Sindhi
krah,Albanian
失われた,Japanese
ras,Maltese
одлучује,Serbian
umunyu,Kinyarwanda
guide,Luxembourgish
पिता,Nepali
kuŝis,Esperanto
iompróidh,Irish
suave,Portuguese
log,Portuguese
yog,Hmong
ცხვირი,Georgian
sufixo,Portuguese
เป็น,Thai
my,English
grøn,Danish
hutan,Indonesian
pukepuke,Maori
αποστέλλονται,Greek
sección,Spanish
erishish,Uzbek
жиру,Ukrainian
"ვფიქრობ,",Georgian
ਕਰ,Punjabi
vẫn,Vietnamese
ràpid,Catalan
لفٹ,Urdu
lake,Yoruba
canol,Welsh
bitandukanye,Kinyarwanda
claim,English
giran,Kurdish
բազա,Armenian
توهان,Sindhi
उपयोग,Hindi
เรียน,Thai
sute,Romanian
gás,Portuguese
olioli,Hawaiian
izan,Basque
con,Spanish
平野,Japanese
ki,Maori
ağız,Azerbaijani
kolonna,Maltese
sten,Danish
кніга,Belarusian
מדינה,Hebrew
lång,Swedish
சோதனை,Tamil
har,Uzbek
afo,Malagasy
sumažėjo,Lithuanian
sariwa,Filipino
līdzskanis,Latvian
нигоҳ,Tajik
faʻavave,Samoan
sik,Haitian
Лице,Serbian
قطار,Persian
tarjous,Finnish
ondalık,Turkish
caure,Catalan
kọjá,Yoruba
vle,Haitian
mężczyzna,Polish
là,Vietnamese
سهم,Persian
ریکارڈ,Urdu
মাথা,Bengali
nanging,Javanese
shandisa,Shona
navigheghja,Corsican
ma,Igbo
өмнө,Mongolian
kunokuba,Xhosa
wo,Shona
klukkustund,Icelandic
ngezansi,Zulu
geriausias,Lithuanian
ulendo,Chichewa
konj,Croatian
har,Swedish
试,Chinese
එක්,Sinhala
өмір,Kazakh
охота,Ukrainian
imbewu,Xhosa
težko,Slovenian
béda,Sundanese
عبارت,Persian
okpu,Igbo
국민,Korean
பகுதி,Tamil
വെളിച്ചം,Malayalam
cada,Galician
որոնում,Armenian
wedstriid,Frisian
سرتیری,Pashto
gav,Kurdish
eistedd,Welsh
nostru,Romanian
fudud,Somali
ភេសជ្ជៈ,Khmer
ചായം,Malayalam
шом,Tajik
tahi,Maori
ҳамчунин,Tajik
igalelo,Zulu
კარგი,Georgian
الحارة,Arabic
geweet,Afrikaans
khungu,Chichewa
Isibini,Xhosa
リピート,Japanese
þungur,Icelandic
عمل,Sindhi
melody,Azerbaijani
yosh,Uzbek
хашми,Tajik
zanmi,Haitian
jafngilda,Icelandic
he,English
massa,Catalan
sistem,Romanian
ลูก,Thai
二,Chinese
près,French
λίτρο,Greek
dhëmbët,Albanian
карама,Kyrgyz
ngokusebenzisa,Zulu
Прочети,Bulgarian
ಕ್ಕಿಂತ,Kannada
ògàn,Haitian
hona,Sesotho
Lør,Danish
trokut,Bosnian
պատկերացնել,Armenian
bagay,Filipino
остров,Bulgarian
सरळ,Marathi
nyota,Swahili
แต่,Thai
плати,Macedonian
من,Arabic
ingin,Malaysian
moontlik,Afrikaans
ọrọ,Yoruba
taagan,Somali
среди,Russian
გარკვეული,Georgian
sloužit,Czech
laut,Indonesian
తోక,Telugu
pati,Haitian
muž,Czech
kunze,Shona
ฝัน,Thai
ທີ່ດີທີ່ສຸດ,Lao
לא,Hebrew
ушундай,Kyrgyz
rasva,Finnish
orodha,Swahili
akkoard,Frisian
spreman,Bosnian
shore,Slovenian
nahatsapa,Malagasy
她,Chinese
liq,Kurdish
fillimi,Albanian
stof,Afrikaans
сусід,Ukrainian
kamat,Hungarian
gunung,Javanese
math,Welsh
වොෂ්,Sinhala
הערשן,Yiddish
חלון,Hebrew
сторінка,Ukrainian
go,Maltese
imenica,Bosnian
వదిలి,Telugu
cyfan,Welsh
нерухомасць,Belarusian
صحیح,Urdu
ټوټه,Pashto
causa,Italian
అర్థం,Telugu
σόου,Greek
ապակի,Armenian
навишт,Tajik
petys,Lithuanian
להמשיך,Hebrew
plan,Bosnian
yard,Azerbaijani
meunang,Sundanese
રહેવા,Gujarati
vue,Luxembourgish
次,Chinese
obleka,Slovenian
chord,Azerbaijani
xim,Hmong
behera,Basque
bepa,Shona
сега,Bulgarian
lateral,Romanian
училиште,Macedonian
interese,Galician
검색,Korean
record,Basque
రంపపు,Telugu
fält,Swedish
پيش,Sindhi
ਪ੍ਰਤੀਕ,Punjabi
මාර්ග,Sinhala
carré,French
hookolokolo,Hawaiian
naby,Afrikaans
nkoj,Hmong
像是,Chinese
Done,Kazakh
faalogo,Samoan
ස්ථානය,Sinhala
заселять,Russian
អង្គភាព,Khmer
ცხენი,Georgian
जागा,Marathi
udhëhequr,Albanian
stvar,Bosnian
tenido,Spanish
incluír,Galician
dear,Sundanese
metu,Javanese
טענה,Hebrew
jashtë,Albanian
sikelin,Hausa
לענג,Yiddish
eu,French
ഇപ്പോഴും,Malayalam
ನನ್ನ,Kannada
seun,Afrikaans
ken,Kurdish
è,Italian
non,Latin
buku,Javanese
Yebo,Zulu
каза,Cebuano
အလုံးစုံ,Myanmar
ہے,Urdu
miriyoni,Shona
عام,Arabic
kupisa,Shona
көп,Kyrgyz
könnte,German
нињої,Tajik
fòm,Haitian
ipsum,Latin
เคย,Thai
cynnwys,Welsh
pištole,Slovak
goeie,Afrikaans
道,Japanese
இப்பொழுது,Tamil
átomo,Spanish
doet,Dutch
triangulo,Esperanto
plej,Esperanto
bob,Welsh
osiedlenie,Polish
hộp,Vietnamese
ħarsa,Maltese
remember,Frisian
siffar,Hausa
හරිත,Sinhala
male,Bosnian
romblu,Maltese
mehleng,Sesotho
аповнення,Ukrainian
ji,Kurdish
ਹਰਾਇਆ,Punjabi
magsalita,Filipino
put,Bosnian
шкло,Belarusian
भारी,Hindi
악기,Korean
спитаєте,Ukrainian
tairgse,Scots
rinka,Lithuanian
ಮಾಡಿದ,Kannada
dāma,Latvian
လက်ဝါးကပ်တိုင်,Myanmar
siwr,Welsh
wyspa,Polish
i,Irish
boord,Dutch
mejor,Spanish
ตำแหน่ง,Thai
возврат,Macedonian
ördək,Azerbaijani
نه,Pashto
బ్యాంకు,Telugu
twee,Afrikaans
catch,Esperanto
નવ,Gujarati
hiamoe,Hawaiian
mu,Yoruba
serve,English
hnub,Hmong
στιγμιαία,Greek
gyda,Welsh
fi,Catalan
cuda,Kurdish
molekyle,Danish
høj,Danish
pak,Albanian
não,Portuguese
were,Igbo
ass,Latvian
día,Galician
ua,Hmong
เครื่องดื่ม,Thai
සැතපුම්,Sinhala
tatizo,Swahili
ಕೆಲಸ,Kannada
fitaratra,Malagasy
nebo,Czech
neophodan,Croatian
casa,Galician
e,Albanian
వాష్,Telugu
hohoro,Maori
svijetle,Croatian
айым,Kyrgyz
mirë,Albanian
obszar,Polish
ਪਾ,Punjabi
別,Chinese
ne,Turkish
teenima,Estonian
ploech,Frisian
bangsa,Malaysian
သစ်သား,Myanmar
le,Samoan
masimba,Shona
længde,Danish
tonu,Maori
keskustella,Finnish
草,Japanese
bogata,Bosnian
свежо,Macedonian
nord,Romanian
לשרוף,Hebrew
тези,Cebuano
ದಕ್ಷಿಣ,Kannada
കുറെ,Malayalam
ສູນກາງ,Lao
փայտ,Armenian
jgħaqqdu,Maltese
мајка,Macedonian
отдельный,Russian
pound,Javanese
kertoa,Finnish
farinn,Icelandic
sett,Maltese
asul,Filipino
nws,Hmong
apa,Indonesian
कर्णधार,Marathi
Vrh,Croatian
وسیع,Urdu
egungun,Yoruba
iphunga,Zulu
de,Dutch
inqanawa,Xhosa
গান,Bengali
beda,Maltese
izraz,Slovenian
хөвч,Mongolian
빛,Korean
প্রবাহ,Bengali
परिणाम,Marathi
či,Slovak
రెడీ,Telugu
ارتفع,Arabic
iteuk,Sundanese
înalt,Romanian
maskini,Swahili
హోమ్,Telugu
i,Albanian
मिसिन,Nepali
তার,Bengali
baka,Filipino
proceso,Spanish
treffen,German
vaene,Estonian
дене,Kyrgyz
ukutshela,Zulu
lacag,Somali
рок,Bulgarian
baland,Uzbek
act,Hmong
ক্রীতদাস,Bengali
urubura,Kinyarwanda
ka,Hawaiian
kannski,Icelandic
სპექტრი,Georgian
capaz,Portuguese
gülümseme,Turkish
ပန်းသီး,Myanmar
ophidse,Danish
palo,Finnish
aytish,Uzbek
āiā,Samoan
appartamento,Italian
brong,Luxembourgish
buvo,Lithuanian
sovittaa,Finnish
mergullo,Galician
ဂဏန်း,Myanmar
ליצור,Hebrew
hangjegy,Hungarian
तयार,Marathi
בראָכצאָל,Yiddish
پهچي,Sindhi
от,Cebuano
ಆಯ್ಕೆ,Kannada
мясо,Russian
einn,Icelandic
kosti,Croatian
печат,Bulgarian
weiß,German
ai,Hawaiian
دفتر,Pashto
สวย,Thai
veletrh,Czech
цаг,Mongolian
sprejmejo,Slovenian
været,Danish
origjinal,Albanian
அது,Tamil
պարբերություն,Armenian
બાદ,Gujarati
スタンド,Japanese
பருத்தி,Tamil
Шб,Tajik
ఉన్నాయి,Telugu
bau,Indonesian
ទ្រព្យសម្បត្ដិ,Khmer
үчүнчү,Kyrgyz
suggest,Javanese
نازل,Sindhi
געשען,Yiddish
раб,Russian
ntau,Hmong
boule,Haitian
ထိုးနှက်,Myanmar
ဖြစ်စဉ်,Myanmar
געזען,Yiddish
potrebujete,Slovenian
skala,Latvian
waqgħet,Maltese
lila,Sundanese
odottaa,Finnish
lantarki,Hausa
multis,Latin
dienvidu,Latvian
son,Swedish
остальные,Russian
larileng,Sesotho
өнгөрөөх,Mongolian
marrón,Spanish
iş,Azerbaijani
přinesl,Czech
хомӯш,Tajik
müüa,Estonian
vista,Galician
Следващата,Cebuano
不,Chinese
ugwu,Igbo
they,English
eolaíocht,Irish
scripsit,Latin
villa,Latin
karya,Javanese
enig,Norwegian
banda,Galician
Push,Norwegian
ویش,Pashto
naqshad,Somali
आकडा,Marathi
someron,Esperanto
bukë,Albanian
tuua,Estonian
andian-tsoratra,Malagasy
suab,Hmong
esso,Italian
நன்றாக,Tamil
високо,Bulgarian
予告,Japanese
leaga,Samoan
ručné,Slovak
zwart,Dutch
offerta,Corsican
gida,Hausa
kunde,Swedish
జీవితం,Telugu
dostići,Bosnian
ਸਪਾਟ,Punjabi
tsipelina,Malagasy
גליל,Hebrew
jistennew,Maltese
głównym,Polish
kleur,Afrikaans
प्रतिनिधित्व,Nepali
stuðningur,Icelandic
מענט,Yiddish
"эмес,",Kyrgyz
millean,Scots
ashyo,Uzbek
samm,Estonian
sèlman,Haitian
koom,Hmong
mataupu,Samoan
ti,Yoruba
linie,Romanian
não,Portuguese
kysten,Danish
poslední,Czech
regel,Swedish
ਟੋਨ,Punjabi
sand,Luxembourgish
kvapalina,Slovak
រូបខ្ញុំ,Khmer
производ,Macedonian
"kaikuaʻana,",Hawaiian
mau,Maori
els,Catalan
ભરો,Gujarati
ma,Corsican
casa,Catalan
sakin,Hausa
انجير,Sindhi
o,Sesotho
начин,Bulgarian
есөн,Mongolian
tra,Welsh
асри,Tajik
ehtiyac,Azerbaijani
fensetere,Sesotho
podczas,Polish
bu,Scots
star,English
dø,Norwegian
inverno,Italian
zuwa,Hausa
ชม,Thai
ປະຕິບັດງານ,Lao
sasvim,Bosnian
unit,Igbo
പ്രായം,Malayalam
notoj,Albanian
sanft,German
ذيل,Arabic
sivu,Finnish
széles,Hungarian
tengtrem,Sundanese
gesneden,Dutch
secolo,Italian
Is,Irish
i,Albanian
maluna,Hawaiian
현재,Korean
kao,Croatian
цаг,Mongolian
свет,Belarusian
skór,Icelandic
ປືນ,Lao
ທີ່,Lao
iarr,Scots
τριαντάφυλλο,Greek
llevado,Spanish
اوږه,Pashto
тон,Belarusian
raruraru,Maori
dod,Welsh
"де,",Kazakh
ing,Javanese
קלייַבן,Yiddish
証明する,Japanese
Хүсч,Mongolian
keskus,Finnish
txua,Hmong
এছাড়াও,Bengali
tuyệt,Vietnamese
punkt,Luxembourgish
വാതകം,Malayalam
melodía,Galician
volony,Malagasy
над,Ukrainian
chinhu,Shona
toimivat,Finnish
intle,Xhosa
zvakanyorwa,Shona
背の高い,Japanese
ත්රිකෝණය,Sinhala
иә,Kazakh
feno,Malagasy
គ្មានអ្វី,Khmer
Гранд,Serbian
barmaq,Azerbaijani
tyto,Czech
segon,Catalan
post,English
यो,Nepali
kinuha,Filipino
i,Albanian
कांच,Hindi
फेला,Nepali
ليڪ,Sindhi
ขึ้น,Thai
ultima,Latin
hányados,Hungarian
аспан,Kazakh
ani,Shona
poate,Romanian
rece,Romanian
ábra,Hungarian
莫,Chinese
ಬರುವ,Kannada
შევიკრიბოთ,Georgian
yster,Afrikaans
peluang,Malaysian
azken,Basque
ġilda,Maltese
mezin,Kurdish
ٻارن,Sindhi
ahịa,Igbo
تکرار,Persian
acht,Frisian
foc,Catalan
taonga,Maori
sila,Filipino
পণ্য,Bengali
mpango,Swahili
berdi,Uzbek
"to,",Hausa
dubbel,Swedish
just,Luxembourgish
сидіти,Ukrainian
legnu,Corsican
جمع,Urdu
fly,Norwegian
ב,Hebrew
iyonke,Xhosa
trokut,Croatian
صباحا,Arabic
krása,Czech
уверен,Russian
üçgen,Turkish
pamuk,Turkish
शेयर,Nepali
ਭੈਣ,Punjabi
тыс,Russian
yao,Swahili
muter,Javanese
новий,Ukrainian
fundale,Corsican
จริง,Thai
ცხოვრება,Georgian
ရပ်,Myanmar
życie,Polish
سر,Sindhi
tinye,Igbo
ata,Maori
boerderij,Dutch
د,Pashto
фит,Serbian
materi,Javanese
vaatia,Finnish
umupo,Filipino
множественное,Russian
hukuru,Shona
zeď,Czech
ບໍ່ມີ,Lao
køligt,Danish
dažai,Lithuanian
maġġuri,Maltese
a-nis,Scots
ജാതി,Malayalam
plurali,Maltese
အမျိုးအစား,Myanmar
د,Pashto
karshe,Hausa
האביב,Hebrew
mezzo,Italian
alabapade,Yoruba
തികച്ചും,Malayalam
mai,Samoan
অধীন,Bengali
colonna,Italian
ափ,Armenian
sens,Romanian
põhi,Estonian
ay,Filipino
सीधे,Hindi
urduritu,Basque
hari,Maori
gemeint,German
groep,Dutch
cel,Romanian
упоредити,Serbian
vprašanje,Slovenian
soch,Uzbek
verden,Danish
ҳарорат,Tajik
പിന്തുടരുക,Malayalam
महादेशमा,Nepali
isukari,Kinyarwanda
பொருள்,Tamil
šest,Slovenian
bach,Welsh
اهڙيء,Sindhi
verwonnt,Luxembourgish
тамоми,Tajik
awọn,Yoruba
Gewicht,German
адняць,Belarusian
енергія,Ukrainian
ekarri,Basque
ប័ណ្ណ,Khmer
kis,Hmong
птици,Macedonian
kulit,Indonesian
کنترل,Persian
planet,Croatian
jekk,Maltese
diccionari,Catalan
gravulo,Esperanto
zuhaitz,Basque
rustig,Dutch
פאַקטיש,Yiddish
kulgu,Uzbek
takie,Polish
પિતૃ,Gujarati
humant,Swedish
danza,Galician
plak,Frisian
ö,Swedish
حدد,Arabic
پونڈ,Urdu
кръг,Cebuano
berdiri,Indonesian
олар,Kazakh
latou,Samoan
โอกาส,Thai
јој,Serbian
avtomobil,Azerbaijani
be,Malagasy
పుస్తకం,Telugu
nywele,Swahili
pensaba,Galician
striebro,Slovak
banka,Czech
dəqiqə,Azerbaijani
paragraf,Haitian
jorden,Danish
yurish,Uzbek
llawenydd,Welsh
tapmaq,Azerbaijani
trykk,Norwegian
能,Chinese
segurar,Portuguese
паўторыце,Belarusian
поле,Bulgarian
valor,Spanish
virve,Latvian
ფერი,Georgian
Дог,Serbian
שנעל,Yiddish
ආකෘති,Sinhala
thousand,English
خرج,Persian
دوستان,Persian
ການຈັດວາງ,Lao
đại,Vietnamese
טבעי,Hebrew
ξοδεύουν,Greek
ti,Haitian
хүсэж,Mongolian
چار,Sindhi
वर्तमान,Nepali
mäletan,Estonian
otec,Czech
kutyapmiz,Uzbek
auto,Frisian
tetep,Javanese
buhar,Turkish
behin,Basque
naoidhean,Scots
barát,Hungarian
o’g’il,Uzbek
breytileg,Icelandic
monto,Esperanto
kau,Hawaiian
فضة,Arabic
số,Vietnamese
песен,Cebuano
bodisi,Slovenian
рафтан,Tajik
တရားမျှတတဲ့,Myanmar
ಬ್ರೇಕ್,Kannada
कर,Hindi
przed,Polish
пролет,Macedonian
segara,Javanese
servire,Italian
필요,Korean
vokaali,Finnish
miskin,Javanese
nikada,Bosnian
mache,Haitian
Thema,German
olie,Dutch
boemo,Sesotho
អាច,Khmer
Интерест,Serbian
sognare,Italian
aon,Irish
cyffroi,Welsh
oksigen,Indonesian
ສາມາດເຮັດໄດ້,Lao
धांदल,Marathi
guhuza,Kinyarwanda
qebûlkirin,Kurdish
какво,Cebuano
og,Icelandic
katulad,Filipino
čist,Slovenian
ҳокимият,Tajik
ngirining,Sundanese
rek,Afrikaans
muzana,Shona
večer,Slovenian
instrument,French
nrov,Hmong
උණුසුම්,Sinhala
se,Samoan
трион,Bulgarian
o,Italian
biasa,Sundanese
پوسٽ,Sindhi
కాగితం,Telugu
schanken,Luxembourgish
фоиз,Tajik
پړاو,Pashto
nooc,Somali
mari,Shona
ħielsa,Maltese
begin,Luxembourgish
အတန်း,Myanmar
డ్రాప్,Telugu
verde,Spanish
paaralan,Filipino
ka,Somali
paragraf,Scots
timu,Chichewa
大陸,Japanese
всеки,Cebuano
leru,Sesotho
સમાવે,Gujarati
fun,Javanese
dub,Hmong
വേല,Malayalam
segmen,Malaysian
mesede,Basque
хэд,Mongolian
kuacha,Swahili
ake,Maori
bizi,Turkish
anländer,Swedish
കാട്,Malayalam
îflasî,Kurdish
sònraichte,Scots
שורה,Hebrew
tulaga,Samoan
òke,Yoruba
nidderzeloossen,Luxembourgish
utforming,Norwegian
როდესაც,Georgian
ach,Irish
رن,Urdu
kupambana,Swahili
حمل,Arabic
дама,Cebuano
učinak,Bosnian
padarė,Lithuanian
chiringazuva,Shona
faqe,Albanian
ябълка,Bulgarian
hewş,Kurdish
بھی,Urdu
по,Bulgarian
snelheid,Dutch
చేస్తుంది,Telugu
ವ್ಯಕ್ತಿ,Kannada
gerçek,Turkish
거짓말,Korean
ಸ್ಕೋರ್,Kannada
